	Tweets	date	polarity
0	#SegWit2x to change #Blockchain network - opposed by #Litecoin creator @SatoshiLite	2017-09-28	0.0
1	Progress Update From #Substratum https://youtu.be/kchIEoBSYYA  #blockchain #btc #ltc #eth #xrp #bitcoin #cryptocurrency	2017-09-28	0.0
2	Today's my last day, after TWELVE YEARS, at @ULB_LTC 	2017-09-28	0.0
3	#cryptocurrencies #bitcoin #litecoin #omisego RT @pbucquet: #Bitcoin Prices Firmly Above $4000 Without China	2017-09-28	0.0
4	"  Don't forget to join the #LITECOIN GIVEAWAY!  

#LTC $BTC $ETH $XRP $OMG $WTC $NEO $GAS #giveaway $cryto #cryptocurrency #blockchain"	2017-09-28	0.0
5	"LITECOIN GIVEAWAY! 
Retweet and follow for the chance of winning $15 worth of $LTC! 

…"	2017-09-28	0.4375
6	"if #Litecoin reaches $58 by tomorrow...
I'll send everyone who #retweets this...10 LTC!
@exmoer"	2017-09-28	0.0
7	Good for #Litecoin and #Decred!	2017-09-28	0.875
8	How Decentralized Exchanges Make #Bitcoin More Resilient (and Us More Free) https://bitcoinmagazine.com/articles/how-decentralized-exchanges-make-bitcoin-more-resilient-and-us-more-free/ … #DECENTRALIZE #blockchain	2017-09-28	0.4666666666666666
9	When I said $BTC at $4800, nobody believed me. When I said triple digits $LTC, nobody believed me. I also said 1 $ETH = $600.	2017-09-28	0.0
10	Attention #Feathercoin #miners Please upgrade to 0.9.6.1 - $BTC $LTC $FTC #Bitcoin #NeoScrypt	2017-09-28	0.0
11	Called similar levels in Feb. BTC 4k LTC 100 ETH 700 for this year. Let's do this	2017-09-28	0.0
12	I will be reaching out to everyone that has Liked, and Commented on this tweet. If you would like to join, please DM me!  $LTC $BTC	2017-09-28	0.75
13	I'm thinking about creating a private trading group! Let me know if you're interested!	2017-09-28	0.15625
14	"ALERT

SELL WALLS GETTING DESTROYED ON $NAV

ROCKET ABOUT TO LAUNCH !!

$btc $ltc $eth $neo $xrp $omg $qtum $dash $strat $pay $xmr $xvg"	2017-09-28	0.0
