	Tweets	date	polarity
0	"Hedge Funds are rushing into crypto. The next phase 

#bitcoin #btc #crypto #cryprocurrenct #eth #ethereum"	2017-09-02	0.0
1	"#Alternative #blockchains, also known as #altchains, are based on #bitcoin #technology. #fintech #blockchain #iot
http://briandcolwell.com/2017/02/45-things-you-should-know-about-blockchain/.html …"	2017-09-02	0.0
2	"I stand with Luke 
There has been no split of #bitcoin
A Hard Fork without consensus is just another Altcoin
#NO2X"	2017-09-02	-0.2916666666666667
3	Trading bitcoin is not a crime. Trading bitcoin is not a crime. Trading bitcoin is not a crime. Trading bitcoin is not a crime. Trading bitc	2017-09-02	0.0
4	RT this for 1 lucky winner to ger 0.1btc. $BTC dip was on the cards. Could see more downturn in coming weeks given the incredible rise.	2017-09-02	0.5777777777777778
5	"""Phoenix Neurologist is Charged With Selling Bitcoin Without a License"" https://reason.com/blog/2017/07/04/phoenix-neurologist-is-charged-with-sell … via @reason"	2017-09-02	0.0
6	Go Komodo go! $KMD is key to decentralized exchanges & global financial privacy. #bitcoin. Buy 1 $BTCD and swap for 50.4 $KMD #altcoin arb	2017-09-02	0.0
7	Amidst all the talk of #fintech, #bitcoin & #AI, watch this: If the world were 100 people  #perspective #inequality	2017-09-02	0.0
8	Pins are the bitcoin of the wook economy.	2017-09-02	0.0
9	$XRP lockup scheduled to happen before October 1! #supply #demand #Ripple $eth $btc $bch $neo	2017-09-02	0.0
10	XRP lockup is scheduled to happen this quarter	2017-09-02	0.0
11	"Detailed look at just one tweet by ""King of the Trolls"". #bitcoin #bcash
“Roger Ver Lies” by @nopara73"	2017-09-02	0.4
12	"$KMD will hit a billion+ market cap VERY soon. Research it and you'll see why.

$BTC $LTC $VTC $BCH $NEO $ETH $ETC $OMG $LSK $XRP $XMR $QTUM"	2017-09-02	0.2
13	$NEO is navigating the matrix between government rules & EPIC STUFF! Neo will replace #Bitcoin as the #1 #crypto for China & The Far East	2017-09-02	0.1125
14	My #Travel #Blog Moments on #Steemit #Vancouver @Cypressmtn #CypressMountain #NorthVan #WestVan #CryptoCurrency $BTC	2017-09-02	0.0
15	"5 Facts about Mandarin: 
№2. Shared Management
#mandarintop #peoplepower #bitcoin "	2017-09-02	0.0
16	This Twitter bot tracks bitcoin transactions by neo-Nazis http://bit.ly/2iET3qS 	2017-09-02	0.0
